26/10/2012
1560equalizedTMNoring _X	1560equalizedTMNoring_Y	1560equalizedTMNoring_Ynorm	V740D9_TMnoRing_dispersion1540equalizedTMNoring _X	V740D9_TMnoRing_dispersion1540equalizedTMNoring_Y	V740D9_TMnoRing_dispersion1540equalizedTMNoring_Ynorm	V740D9_TMnoRing_dispersion1540equalizedTMr20g350 _X	V740D9_TMnoRing_dispersion1540equalizedTMr20g350_Y	V740D9_TMnoRing_dispersion1540equalizedTMr20g350_Ynorm	V740D9_TMnoRing_dispersion1540equalizedTMr20g350_phase _X	V740D9_TMnoRing_dispersion1540equalizedTMr20g350_phase_Y	V740D9_TMnoRing_dispersion1540equalizedTMr20g350_phase_Ynorm	V740D9_TMnoRing_dispersion1540equalizedTMr20g450_phase _X	V740D9_TMnoRing_dispersion1540equalizedTMr20g450_phase_Y	V740D9_TMnoRing_dispersion1540equalizedTMr20g450_phase_Ynorm	V740D9_TMnoRing_dispersion1540equalizedTMr20g500 _X	V740D9_TMnoRing_dispersion1540equalizedTMr20g500_Y	V740D9_TMnoRing_dispersion1540equalizedTMr20g500_Ynorm	V740D9_TMnoRing_dispersion1540equalizedTMr20g550 _X	V740D9_TMnoRing_dispersion1540equalizedTMr20g550_Y	V740D9_TMnoRing_dispersion1540equalizedTMr20g550_Ynorm	V740D9_TMnoRing_dispersion1540equalizedTMr20g700 _X	V740D9_TMnoRing_dispersion1540equalizedTMr20g700_Y	V740D9_TMnoRing_dispersion1540equalizedTMr20g700_Ynorm	V740D9_TMnoRing_dispersion1540equalizedTMr20g700_amplitude _X	V740D9_TMnoRing_dispersion1540equalizedTMr20g700_amplitude_Y	V740D9_TMnoRing_dispersion1540equalizedTMr20g700_amplitude_Ynorm	V740D9_dispersion1540equalizedTMr20g700_g385g395 _X	V740D9_dispersion1540equalizedTMr20g700_g385g395_Y	V740D9_dispersion1540equalizedTMr20g700_g385g395_Ynorm	V740D9_dispersion1540equalizedTMr20g700_g385g395 _X	V740D9_dispersion1540equalizedTMr20g700_g385g395_Y	V740D9_dispersion1540equalizedTMr20g700_g385g395_Ynorm	V740D9_dispersion1540equalized_TEr20g200 _X	V740D9_dispersion1540equalized_TEr20g200_Y	V740D9_dispersion1540equalized_TEr20g200_Ynorm	dispersionV740D9_1560equalized_TEr20g200 _X	dispersionV740D9_1560equalized_TEr20g200_Y	dispersionV740D9_1560equalized_TEr20g200_Ynorm	dispersionV740D9_1560equalized_noRing _X	dispersionV740D9_1560equalized_noRing_Y	dispersionV740D9_1560equalized_noRing_Ynorm	dispersionV740D9_1560equalized_r20g275 _X	dispersionV740D9_1560equalized_r20g275_Y	dispersionV740D9_1560equalized_r20g275_Ynorm	dispersionV740D9_1560equalized_r20g325 _X	dispersionV740D9_1560equalized_r20g325_Y	dispersionV740D9_1560equalized_r20g325_Ynorm	dispersionV740D9_1560equalized_r20g400 _X	dispersionV740D9_1560equalized_r20g400_Y	dispersionV740D9_1560equalized_r20g400_Ynorm	dispersionV740D9_1560equalized_r20g170g180 _X	dispersionV740D9_1560equalized_r20g170g180_Y	dispersionV740D9_1560equalized_r20g170g180_Ynorm
1.556650E+3	1.036000E+2	-7.620000E+1	1.471650E+3	1.464000E+2	-3.360000E+1	1.471650E+3	1.758000E-8	-7.970200E-7	1.471650E+3	6.977000E+1	-1.102300E+2	1.471650E+3	1.234000E+2	-5.650000E+1	1.471650E+3	3.855000E+1	-1.412500E+2	1.471650E+3	1.724000E+1	-1.626600E+2	1.471650E+3	-3.895000E+1	-2.189500E+2	1.471650E+3	2.392000E-8	-7.608800E-7	1.526650E+3	-1.219000E+0	-1.810190E+2	1.535330E+3	8.117000E+0	-1.717830E+2	1.535330E+3	7.914000E+1	-1.008600E+2	1.535330E+3	-3.646000E+1	-2.145600E+2				1.535330E+3	-3.842000E+1	-2.179200E+2	1.535330E+3	-3.884000E+1	-1.761400E+2	1.535330E+3	-4.882000E+1	-1.879200E+2	1.535330E+3	-4.141000E+1	-2.204100E+2
1.556700E+3	1.014000E+2	-7.840000E+1	1.471700E+3	1.549000E+2	-2.510000E+1	1.471700E+3	1.962000E-8	-7.949800E-7	1.471700E+3	8.669000E+1	-9.331000E+1	1.471700E+3	1.268000E+2	-5.310000E+1	1.471700E+3	4.657000E+1	-1.332300E+2	1.471700E+3	3.152000E+1	-1.483800E+2	1.471700E+3	-2.771000E+1	-2.077100E+2	1.471700E+3	2.328000E-8	-7.615200E-7	1.526700E+3	5.680000E+0	-1.741200E+2	1.535340E+3	8.313000E+0	-1.715870E+2	1.535340E+3	7.919000E+1	-1.008100E+2	1.535340E+3	-3.648000E+1	-2.145800E+2				1.535340E+3	-3.835000E+1	-2.178500E+2	1.535340E+3	-3.884000E+1	-1.761400E+2	1.535340E+3	-4.885000E+1	-1.879500E+2	1.535340E+3	-4.148000E+1	-2.204800E+2
1.556750E+3	9.885000E+1	-8.095000E+1	1.471750E+3	1.677000E+2	-1.230000E+1	1.471750E+3	2.026000E-8	-7.943400E-7	1.471750E+3	1.040000E+2	-7.600000E+1	1.471750E+3	1.014000E+2	-7.850000E+1	1.471750E+3	6.270000E+1	-1.171000E+2	1.471750E+3	6.041000E+1	-1.194900E+2	1.471750E+3	-1.341000E+1	-1.934100E+2	1.471750E+3	2.299000E-8	-7.618100E-7	1.526750E+3	1.083000E+1	-1.689700E+2	1.535350E+3	8.453000E+0	-1.714470E+2	1.535350E+3	7.931000E+1	-1.006900E+2	1.535350E+3	-3.645000E+1	-2.145500E+2				1.535350E+3	-3.823000E+1	-2.177300E+2	1.535350E+3	-3.882000E+1	-1.761200E+2	1.535350E+3	-4.888000E+1	-1.879800E+2	1.535350E+3	-4.151000E+1	-2.205100E+2
1.556800E+3	9.391000E+1	-8.589000E+1	1.471800E+3	-1.658000E+2	-3.458000E+2	1.471800E+3	2.130000E-8	-7.933000E-7	1.471800E+3	1.304000E+2	-4.960000E+1	1.471800E+3	1.034000E+2	-7.650000E+1	1.471800E+3	8.112000E+1	-9.868000E+1	1.471800E+3	7.203000E+1	-1.078700E+2	1.471800E+3	2.109000E+0	-1.778910E+2	1.471800E+3	2.288000E-8	-7.619200E-7	1.526800E+3	1.573000E+1	-1.640700E+2	1.535360E+3	8.648000E+0	-1.712520E+2	1.535360E+3	7.941000E+1	-1.005900E+2	1.535360E+3	-3.635000E+1	-2.144500E+2				1.535360E+3	-3.816000E+1	-2.176600E+2	1.535360E+3	-3.879000E+1	-1.760900E+2	1.535360E+3	-4.890000E+1	-1.880000E+2	1.535360E+3	-4.153000E+1	-2.205300E+2
1.556850E+3	9.170000E+1	-8.810000E+1	1.471850E+3	-1.556000E+2	-3.356000E+2	1.471850E+3	2.305000E-8	-7.915500E-7	1.471850E+3	1.472000E+2	-3.280000E+1	1.471850E+3	1.154000E+2	-6.450000E+1	1.471850E+3	9.391000E+1	-8.589000E+1	1.471850E+3	8.902000E+1	-9.088000E+1	1.471850E+3	2.332000E+1	-1.566800E+2	1.471850E+3	2.305000E-8	-7.617500E-7	1.526850E+3	2.016000E+1	-1.596400E+2	1.535370E+3	8.945000E+0	-1.709550E+2	1.535370E+3	7.948000E+1	-1.005200E+2	1.535370E+3	-3.623000E+1	-2.143300E+2				1.535370E+3	-3.815000E+1	-2.176500E+2	1.535370E+3	-3.877000E+1	-1.760700E+2	1.535370E+3	-4.891000E+1	-1.880100E+2	1.535370E+3	-4.159000E+1	-2.205900E+2
1.556900E+3	8.974000E+1	-9.006000E+1	1.471900E+3	-1.458000E+2	-3.258000E+2	1.471900E+3	2.421000E-8	-7.903900E-7	1.471900E+3	1.601000E+2	-1.990000E+1	1.471900E+3	1.308000E+2	-4.910000E+1	1.471900E+3	1.050000E+2	-7.480000E+1	1.471900E+3	9.838000E+1	-8.152000E+1	1.471900E+3	3.526000E+1	-1.447400E+2	1.471900E+3	2.328000E-8	-7.615200E-7	1.526900E+3	2.400000E+1	-1.558000E+2	1.535380E+3	9.352000E+0	-1.705480E+2	1.535380E+3	7.944000E+1	-1.005600E+2	1.535380E+3	-3.618000E+1	-2.142800E+2				1.535380E+3	-3.814000E+1	-2.176400E+2	1.535380E+3	-3.874000E+1	-1.760400E+2	1.535380E+3	-4.896000E+1	-1.880600E+2	1.535380E+3	-4.167000E+1	-2.206700E+2
1.556950E+3	8.722000E+1	-9.258000E+1	1.471950E+3	-1.367000E+2	-3.167000E+2	1.471950E+3	2.509000E-8	-7.895100E-7	1.471950E+3	1.712000E+2	-8.800000E+0	1.471950E+3	1.440000E+2	-3.590000E+1	1.471950E+3	1.171000E+2	-6.270000E+1	1.471950E+3	1.066000E+2	-7.330000E+1	1.471950E+3	4.331000E+1	-1.366900E+2	1.471950E+3	2.357000E-8	-7.612300E-7	1.526950E+3	2.855000E+1	-1.512500E+2	1.535390E+3	9.688000E+0	-1.702120E+2	1.535390E+3	7.936000E+1	-1.006400E+2	1.535390E+3	-3.616000E+1	-2.142600E+2				1.535390E+3	-3.813000E+1	-2.176300E+2	1.535390E+3	-3.871000E+1	-1.760100E+2	1.535390E+3	-4.911000E+1	-1.882100E+2	1.535390E+3	-4.175000E+1	-2.207500E+2
1.557000E+3	8.264000E+1	-9.716000E+1	1.472000E+3	-1.287000E+2	-3.087000E+2	1.472000E+3	2.573000E-8	-7.888700E-7	1.472000E+3	-1.777000E+2	-3.577000E+2	1.472000E+3	1.569000E+2	-2.300000E+1	1.472000E+3	1.275000E+2	-5.230000E+1	1.472000E+3	1.151000E+2	-6.480000E+1	1.472000E+3	5.189000E+1	-1.281100E+2	1.472000E+3	2.398000E-8	-7.608200E-7	1.527000E+3	3.313000E+1	-1.466700E+2	1.535400E+3	9.852000E+0	-1.700480E+2	1.535400E+3	7.925000E+1	-1.007500E+2	1.535400E+3	-3.622000E+1	-2.143200E+2				1.535400E+3	-3.815000E+1	-2.176500E+2	1.535400E+3	-3.875000E+1	-1.760500E+2	1.535400E+3	-4.942000E+1	-1.885200E+2	1.535400E+3	-4.187000E+1	-2.208700E+2
1.557050E+3	7.972000E+1	-1.000800E+2	1.472050E+3	-1.200000E+2	-3.000000E+2	1.472050E+3	2.660000E-8	-7.880000E-7	1.472050E+3	-1.663000E+2	-3.463000E+2	1.472050E+3	1.684000E+2	-1.150000E+1	1.472050E+3	1.385000E+2	-4.130000E+1	1.472050E+3	1.227000E+2	-5.720000E+1	1.472050E+3	6.188000E+1	-1.181200E+2	1.472050E+3	2.439000E-8	-7.604100E-7	1.527050E+3	3.739000E+1	-1.424100E+2	1.535410E+3	1.002000E+1	-1.698800E+2	1.535410E+3	7.907000E+1	-1.009300E+2	1.535410E+3	-3.631000E+1	-2.144100E+2				1.535410E+3	-3.824000E+1	-2.177400E+2	1.535410E+3	-3.886000E+1	-1.761600E+2	1.535410E+3	-4.980000E+1	-1.889000E+2	1.535410E+3	-4.209000E+1	-2.210900E+2
1.557100E+3	7.656000E+1	-1.032400E+2	1.472100E+3	-1.098000E+2	-2.898000E+2	1.472100E+3	2.724000E-8	-7.873600E-7	1.472100E+3	-1.544000E+2	-3.344000E+2	1.472100E+3	-1.629000E+2	-3.428000E+2	1.472100E+3	1.501000E+2	-2.970000E+1	1.472100E+3	1.315000E+2	-4.840000E+1	1.472100E+3	7.182000E+1	-1.081800E+2	1.472100E+3	2.474000E-8	-7.600600E-7	1.527100E+3	4.216000E+1	-1.376400E+2	1.535420E+3	1.030000E+1	-1.696000E+2	1.535420E+3	7.881000E+1	-1.011900E+2	1.535420E+3	-3.641000E+1	-2.145100E+2				1.535420E+3	-3.840000E+1	-2.179000E+2	1.535420E+3	-3.898000E+1	-1.762800E+2	1.535420E+3	-5.018000E+1	-1.892800E+2	1.535420E+3	-4.235000E+1	-2.213500E+2
1.557150E+3	7.365000E+1	-1.061500E+2	1.472150E+3	-9.864000E+1	-2.786400E+2	1.472150E+3	2.742000E-8	-7.871800E-7	1.472150E+3	-1.408000E+2	-3.208000E+2	1.472150E+3	-1.567000E+2	-3.366000E+2	1.472150E+3	1.615000E+2	-1.830000E+1	1.472150E+3	1.466000E+2	-3.330000E+1	1.472150E+3	8.109000E+1	-9.891000E+1	1.472150E+3	2.485000E-8	-7.599500E-7	1.527150E+3	4.688000E+1	-1.329200E+2	1.535430E+3	1.059000E+1	-1.693100E+2	1.535430E+3	7.858000E+1	-1.014200E+2	1.535430E+3	-3.653000E+1	-2.146300E+2				1.535430E+3	-3.852000E+1	-2.180200E+2	1.535430E+3	-3.909000E+1	-1.763900E+2	1.535430E+3	-5.049000E+1	-1.895900E+2	1.535430E+3	-4.256000E+1	-2.215600E+2
1.557200E+3	7.103000E+1	-1.087700E+2	1.472200E+3	-8.826000E+1	-2.682600E+2	1.472200E+3	2.736000E-8	-7.872400E-7	1.472200E+3	-1.283000E+2	-3.083000E+2	1.472200E+3	-1.519000E+2	-3.318000E+2	1.472200E+3	1.727000E+2	-7.100000E+0	1.472200E+3	1.563000E+2	-2.360000E+1	1.472200E+3	9.096000E+1	-8.904000E+1	1.472200E+3	2.509000E-8	-7.597100E-7	1.527200E+3	5.022000E+1	-1.295800E+2	1.535440E+3	1.082000E+1	-1.690800E+2	1.535440E+3	7.834000E+1	-1.016600E+2	1.535440E+3	-3.665000E+1	-2.147500E+2				1.535440E+3	-3.863000E+1	-2.181300E+2	1.535440E+3	-3.919000E+1	-1.764900E+2	1.535440E+3	-5.085000E+1	-1.899500E+2	1.535440E+3	-4.275000E+1	-2.217500E+2
1.557250E+3	6.898000E+1	-1.108200E+2	1.472250E+3	-7.923000E+1	-2.592300E+2	1.472250E+3	2.707000E-8	-7.875300E-7	1.472250E+3	-1.178000E+2	-2.978000E+2	1.472250E+3	-1.445000E+2	-3.244000E+2	1.472250E+3	-1.768000E+2	-3.566000E+2	1.472250E+3	1.649000E+2	-1.500000E+1	1.472250E+3	1.015000E+2	-7.850000E+1	1.472250E+3	2.509000E-8	-7.597100E-7	1.527250E+3	5.323000E+1	-1.265700E+2	1.535450E+3	1.102000E+1	-1.688800E+2	1.535450E+3	7.798000E+1	-1.020200E+2	1.535450E+3	-3.680000E+1	-2.149000E+2				1.535450E+3	-3.877000E+1	-2.182700E+2	1.535450E+3	-3.938000E+1	-1.766800E+2	1.535450E+3	-5.108000E+1	-1.901800E+2	1.535450E+3	-4.296000E+1	-2.219600E+2
1.557300E+3	6.666000E+1	-1.131400E+2	1.472300E+3	-6.700000E+1	-2.470000E+2	1.472300E+3	2.648000E-8	-7.881200E-7	1.472300E+3	-1.024000E+2	-2.824000E+2	1.472300E+3	-1.337000E+2	-3.136000E+2	1.472300E+3	-1.651000E+2	-3.449000E+2	1.472300E+3	1.754000E+2	-4.500000E+0	1.472300E+3	1.132000E+2	-6.680000E+1	1.472300E+3	2.515000E-8	-7.596500E-7	1.527300E+3	5.620000E+1	-1.236000E+2	1.535460E+3	1.122000E+1	-1.686800E+2	1.535460E+3	7.759000E+1	-1.024100E+2	1.535460E+3	-3.691000E+1	-2.150100E+2				1.535460E+3	-3.887000E+1	-2.183700E+2	1.535460E+3	-3.963000E+1	-1.769300E+2	1.535460E+3	-5.132000E+1	-1.904200E+2	1.535460E+3	-4.326000E+1	-2.222600E+2
1.557350E+3	6.346000E+1	-1.163400E+2	1.472350E+3	-5.414000E+1	-2.341400E+2	1.472350E+3	2.631000E-8	-7.882900E-7	1.472350E+3	-8.937000E+1	-2.693700E+2	1.472350E+3	-1.235000E+2	-3.034000E+2	1.472350E+3	-1.531000E+2	-3.329000E+2	1.472350E+3	-1.704000E+2	-3.503000E+2	1.472350E+3	1.260000E+2	-5.400000E+1	1.472350E+3	2.509000E-8	-7.597100E-7	1.527350E+3	5.963000E+1	-1.201700E+2	1.535470E+3	1.145000E+1	-1.684500E+2	1.535470E+3	7.712000E+1	-1.028800E+2	1.535470E+3	-3.696000E+1	-2.150600E+2				1.535470E+3	-3.901000E+1	-2.185100E+2	1.535470E+3	-3.980000E+1	-1.771000E+2	1.535470E+3	-5.155000E+1	-1.906500E+2	1.535470E+3	-4.352000E+1	-2.225200E+2
1.557400E+3	5.980000E+1	-1.200000E+2	1.472400E+3	-4.290000E+1	-2.229000E+2	1.472400E+3	2.643000E-8	-7.881700E-7	1.472400E+3	-7.795000E+1	-2.579500E+2	1.472400E+3	-1.122000E+2	-2.921000E+2	1.472400E+3	-1.416000E+2	-3.214000E+2	1.472400E+3	-1.600000E+2	-3.399000E+2	1.472400E+3	1.480000E+2	-3.200000E+1	1.472400E+3	2.515000E-8	-7.596500E-7	1.527400E+3	6.330000E+1	-1.165000E+2	1.535480E+3	1.172000E+1	-1.681800E+2	1.535480E+3	7.612000E+1	-1.038800E+2	1.535480E+3	-3.704000E+1	-2.151400E+2				1.535480E+3	-3.918000E+1	-2.186800E+2	1.535480E+3	-3.995000E+1	-1.772500E+2	1.535480E+3	-5.181000E+1	-1.909100E+2	1.535480E+3	-4.373000E+1	-2.227300E+2
1.557450E+3	5.678000E+1	-1.230200E+2	1.472450E+3	-3.349000E+1	-2.134900E+2	1.472450E+3	2.637000E-8	-7.882300E-7	1.472450E+3	-6.859000E+1	-2.485900E+2	1.472450E+3	-9.084000E+1	-2.707400E+2	1.472450E+3	-1.316000E+2	-3.114000E+2	1.472450E+3	-1.497000E+2	-3.296000E+2	1.472450E+3	1.580000E+2	-2.200000E+1	1.472450E+3	2.532000E-8	-7.594800E-7	1.527450E+3	6.620000E+1	-1.136000E+2	1.535490E+3	1.202000E+1	-1.678800E+2	1.535490E+3	7.512000E+1	-1.048800E+2	1.535490E+3	-3.725000E+1	-2.153500E+2				1.535490E+3	-3.952000E+1	-2.190200E+2	1.535490E+3	-4.016000E+1	-1.774600E+2	1.535490E+3	-5.227000E+1	-1.913700E+2	1.535490E+3	-4.405000E+1	-2.230500E+2
1.557500E+3	5.384000E+1	-1.259600E+2	1.472500E+3	-2.462000E+1	-2.046200E+2	1.472500E+3	2.619000E-8	-7.884100E-7	1.472500E+3	-5.970000E+1	-2.397000E+2	1.472500E+3	-8.198000E+1	-2.618800E+2	1.472500E+3	-1.206000E+2	-3.004000E+2	1.472500E+3	-1.384000E+2	-3.183000E+2	1.472500E+3	1.646000E+2	-1.540000E+1	1.472500E+3	2.550000E-8	-7.593000E-7	1.527500E+3	6.920000E+1	-1.106000E+2	1.535500E+3	1.223000E+1	-1.676700E+2	1.535500E+3	7.484000E+1	-1.051600E+2	1.535500E+3	-3.752000E+1	-2.156200E+2				1.535500E+3	-3.967000E+1	-2.191700E+2	1.535500E+3	-4.041000E+1	-1.777100E+2	1.535500E+3	-5.338000E+1	-1.924800E+2	1.535500E+3	-4.493000E+1	-2.239300E+2
1.557550E+3	5.107000E+1	-1.287300E+2	1.472550E+3	-1.230000E+1	-1.923000E+2	1.472550E+3	2.596000E-8	-7.886400E-7	1.472550E+3	-4.909000E+1	-2.290900E+2	1.472550E+3	-7.444000E+1	-2.543400E+2	1.472550E+3	-1.101000E+2	-2.899000E+2	1.472550E+3	-1.287000E+2	-3.086000E+2	1.472550E+3	1.726000E+2	-7.400000E+0	1.472550E+3	2.538000E-8	-7.594200E-7	1.527550E+3	7.219000E+1	-1.076100E+2	1.535510E+3	1.249000E+1	-1.674100E+2	1.535510E+3	7.464000E+1	-1.053600E+2	1.535510E+3	-3.774000E+1	-2.158400E+2				1.535510E+3	-3.980000E+1	-2.193000E+2	1.535510E+3	-4.072000E+1	-1.780200E+2	1.535510E+3	-5.376000E+1	-1.928600E+2	1.535510E+3	-4.523000E+1	-2.242300E+2
1.557600E+3	4.539000E+1	-1.344100E+2	1.472600E+3	-3.555000E+0	-1.835550E+2	1.472600E+3	2.561000E-8	-7.889900E-7	1.472600E+3	-3.778000E+1	-2.177800E+2	1.472600E+3	-6.612000E+1	-2.460200E+2	1.472600E+3	-9.887000E+1	-2.786700E+2	1.472600E+3	-1.177000E+2	-2.976000E+2	1.472600E+3	-1.777000E+2	-3.577000E+2	1.472600E+3	2.509000E-8	-7.597100E-7	1.527600E+3	7.488000E+1	-1.049200E+2	1.535520E+3	1.278000E+1	-1.671200E+2	1.535520E+3	7.431000E+1	-1.056900E+2	1.535520E+3	-3.799000E+1	-2.160900E+2				1.535520E+3	-3.999000E+1	-2.194900E+2	1.535520E+3	-4.104000E+1	-1.783400E+2	1.535520E+3	-5.407000E+1	-1.931700E+2	1.535520E+3	-4.544000E+1	-2.244400E+2
1.557650E+3	4.347000E+1	-1.363300E+2	1.472650E+3	7.391000E+0	-1.726090E+2	1.472650E+3	2.532000E-8	-7.892800E-7	1.472650E+3	-2.555000E+1	-2.055500E+2	1.472650E+3	-4.965000E+1	-2.295500E+2	1.472650E+3	-8.776000E+1	-2.675600E+2	1.472650E+3	-1.073000E+2	-2.872000E+2	1.472650E+3	-1.663000E+2	-3.463000E+2	1.472650E+3	2.456000E-8	-7.602400E-7	1.527650E+3	7.764000E+1	-1.021600E+2	1.535530E+3	1.313000E+1	-1.667700E+2	1.535530E+3	7.370000E+1	-1.063000E+2	1.535530E+3	-3.828000E+1	-2.163800E+2				1.535530E+3	-4.023000E+1	-2.197300E+2	1.535530E+3	-4.135000E+1	-1.786500E+2	1.535530E+3	-5.467000E+1	-1.937700E+2	1.535530E+3	-4.566000E+1	-2.246600E+2
1.557700E+3	4.183000E+1	-1.379700E+2	1.472700E+3	1.977000E+1	-1.602300E+2	1.472700E+3	2.520000E-8	-7.894000E-7	1.472700E+3	-1.173000E+1	-1.917300E+2	1.472700E+3	-3.584000E+1	-2.157400E+2	1.472700E+3	-7.592000E+1	-2.557200E+2	1.472700E+3	-9.445000E+1	-2.743500E+2	1.472700E+3	-1.505000E+2	-3.305000E+2	1.472700E+3	2.416000E-8	-7.606400E-7	1.527700E+3	8.033000E+1	-9.947000E+1	1.535540E+3	1.357000E+1	-1.663300E+2	1.535540E+3	7.254000E+1	-1.074600E+2	1.535540E+3	-3.875000E+1	-2.168500E+2				1.535540E+3	-4.043000E+1	-2.199300E+2	1.535540E+3	-4.157000E+1	-1.788700E+2	1.535540E+3	-5.498000E+1	-1.940800E+2	1.535540E+3	-4.592000E+1	-2.249200E+2
1.557750E+3	4.001000E+1	-1.397900E+2	1.472750E+3	3.288000E+1	-1.471200E+2	1.472750E+3	2.515000E-8	-7.894500E-7	1.472750E+3	1.938000E+0	-1.780620E+2	1.472750E+3	-2.459000E+1	-2.044900E+2	1.472750E+3	-6.198000E+1	-2.417800E+2	1.472750E+3	-8.006000E+1	-2.599600E+2	1.472750E+3	-1.359000E+2	-3.159000E+2	1.472750E+3	2.398000E-8	-7.608200E-7	1.527750E+3	8.341000E+1	-9.639000E+1	1.535550E+3	1.386000E+1	-1.660400E+2	1.535550E+3	7.218000E+1	-1.078200E+2	1.535550E+3	-3.897000E+1	-2.170700E+2				1.535550E+3	-4.056000E+1	-2.200600E+2	1.535550E+3	-4.177000E+1	-1.790700E+2	1.535550E+3	-5.512000E+1	-1.942200E+2	1.535550E+3	-4.612000E+1	-2.251200E+2
1.557800E+3	3.783000E+1	-1.419700E+2	1.472800E+3	4.987000E+1	-1.301300E+2	1.472800E+3	2.503000E-8	-7.895700E-7	1.472800E+3	1.609000E+1	-1.639100E+2	1.472800E+3	-1.182000E+1	-1.917200E+2	1.472800E+3	-4.629000E+1	-2.260900E+2	1.472800E+3	-6.711000E+1	-2.470100E+2	1.472800E+3	-1.217000E+2	-3.017000E+2	1.472800E+3	2.404000E-8	-7.607600E-7	1.527800E+3	8.623000E+1	-9.357000E+1	1.535560E+3	1.410000E+1	-1.658000E+2	1.535560E+3	7.178000E+1	-1.082200E+2	1.535560E+3	-3.917000E+1	-2.172700E+2				1.535560E+3	-4.072000E+1	-2.202200E+2	1.535560E+3	-4.208000E+1	-1.793800E+2	1.535560E+3	-5.529000E+1	-1.943900E+2	1.535560E+3	-4.634000E+1	-2.253400E+2
1.557850E+3	3.514000E+1	-1.446600E+2	1.472850E+3	6.163000E+1	-1.183700E+2	1.472850E+3	2.544000E-8	-7.891600E-7	1.472850E+3	2.855000E+1	-1.514500E+2	1.472850E+3	1.547000E+0	-1.783530E+2	1.472850E+3	-3.255000E+1	-2.123500E+2	1.472850E+3	-5.561000E+1	-2.355100E+2	1.472850E+3	-1.101000E+2	-2.901000E+2	1.472850E+3	2.404000E-8	-7.607600E-7	1.527850E+3	8.894000E+1	-9.086000E+1	1.535570E+3	1.448000E+1	-1.654200E+2	1.535570E+3	7.108000E+1	-1.089200E+2	1.535570E+3	-3.940000E+1	-2.175000E+2				1.535570E+3	-4.096000E+1	-2.204600E+2	1.535570E+3	-4.254000E+1	-1.798400E+2	1.535570E+3	-5.566000E+1	-1.947600E+2	1.535570E+3	-4.675000E+1	-2.257500E+2
1.557900E+3	3.213000E+1	-1.476700E+2	1.472900E+3	7.191000E+1	-1.080900E+2	1.472900E+3	2.683000E-8	-7.877700E-7	1.472900E+3	4.048000E+1	-1.395200E+2	1.472900E+3	1.375000E+1	-1.661500E+2	1.472900E+3	-2.078000E+1	-2.005800E+2	1.472900E+3	-4.261000E+1	-2.225100E+2	1.472900E+3	-9.664000E+1	-2.766400E+2	1.472900E+3	2.427000E-8	-7.605300E-7	1.527900E+3	9.133000E+1	-8.847000E+1	1.535580E+3	1.498000E+1	-1.649200E+2	1.535580E+3	7.022000E+1	-1.097800E+2	1.535580E+3	-3.961000E+1	-2.177100E+2				1.535580E+3	-4.120000E+1	-2.207000E+2	1.535580E+3	-4.298000E+1	-1.802800E+2	1.535580E+3	-5.609000E+1	-1.951900E+2	1.535580E+3	-4.712000E+1	-2.261200E+2
1.557950E+3	2.614000E+1	-1.536600E+2	1.472950E+3	8.191000E+1	-9.809000E+1	1.472950E+3	2.747000E-8	-7.871300E-7	1.472950E+3	5.210000E+1	-1.279000E+2	1.472950E+3	2.433000E+1	-1.555700E+2	1.472950E+3	-1.063000E+1	-1.904300E+2	1.472950E+3	-3.116000E+1	-2.110600E+2	1.472950E+3	-8.648000E+1	-2.664800E+2	1.472950E+3	2.468000E-8	-7.601200E-7	1.527950E+3	9.370000E+1	-8.610000E+1	1.535590E+3	1.532000E+1	-1.645800E+2	1.535590E+3	6.945000E+1	-1.105500E+2	1.535590E+3	-3.982000E+1	-2.179200E+2				1.535590E+3	-4.137000E+1	-2.208700E+2	1.535590E+3	-4.332000E+1	-1.806200E+2	1.535590E+3	-5.641000E+1	-1.955100E+2	1.535590E+3	-4.735000E+1	-2.263500E+2
1.558000E+3	2.166000E+1	-1.581400E+2	1.473000E+3	9.126000E+1	-8.874000E+1	1.473000E+3	2.788000E-8	-7.867200E-7	1.473000E+3	6.302000E+1	-1.169800E+2	1.473000E+3	3.473000E+1	-1.451700E+2	1.473000E+3	4.008000E+0	-1.757920E+2	1.473000E+3	-1.673000E+1	-1.966300E+2	1.473000E+3	-7.762000E+1	-2.576200E+2	1.473000E+3	2.515000E-8	-7.596500E-7	1.528000E+3	9.793000E+1	-8.187000E+1	1.535600E+3	1.557000E+1	-1.643300E+2	1.535600E+3	6.870000E+1	-1.113000E+2	1.535600E+3	-4.005000E+1	-2.181500E+2				1.535600E+3	-4.154000E+1	-2.210400E+2	1.535600E+3	-4.394000E+1	-1.812400E+2	1.535600E+3	-5.672000E+1	-1.958200E+2	1.535600E+3	-4.766000E+1	-2.266600E+2
